InteractorA,InteractorB
Q12841,Q14689
Q12841,O43765
Q12841,P01137
O43603,P22466
P24522,Q9GZX7
P24522,Q92600
P24522,Q13561
P24522,P28715
P24522,Q8TAE8
P24522,P52564
P24522,P80303
P24522,Q9HBI0
P24522,Q9Y371
P24522,Q13569
Q99501,P81274
O95749,O00244
O95749,O00560
Q92847,Q92847
Q92847,O43613
Q92847,P48357
Q92847,Q99720
Q9UJ14,Q8N6F1
Q9UJ14,Q96FZ5
Q9UJ14,P49447
Q9UJ14,O00155
Q9UJ14,Q8TAF8
Q9UJ14,Q9UIQ6
Q9UJ14,Q13021
Q9UJ14,Q96G79
Q9UJ14,Q9NWH2
Q9UJ14,Q5TGU0
Q9Y2X7,Q14155
Q9Y2X7,Q99728
Q9Y2X7,Q9P2H0
Q9Y2X7,Q12873
Q9Y2X7,P62993
Q9Y2X7,P25098
Q9Y2X7,P42858
Q9Y2X7,Q5T3J3
Q9Y2X7,Q13153
Q9Y2X7,P49023
Q5VSY0,Q9H5Z6
Q5VSY0,Q8N4P3
Q5VSY0,Q63ZY3
Q5VSY0,Q92993
Q5VSY0,Q969R5
Q5VSY0,P55081
Q5VSY0,Q9BU76
Q5VSY0,Q8TCD6
Q5VSY0,Q9P2K3
Q5VSY0,O00560
Q5VSY0,Q8TBK6
Q9UK05,P37023
Q9UK05,P17813
P01275,P27487
P01275,Q12884
P01275,P48546
P01275,P14735
Q6Y1H2,P51572
Q6Y1H2,Q96BA8
Q6Y1H2,Q5JX71
Q6Y1H2,Q13651
Q6Y1H2,B2RUZ4
Q6Y1H2,Q9NZ01
Q6Y1H2,Q9Y320
O43593,Q8NFV4
O43593,Q9Y4X0
O43593,Q9Y6H3
O43593,Q9H5F2
O43593,Q5BKX5
O43593,Q9BYD5
O43593,A8MQ03
O43593,Q92567
O43593,P57678
O43593,P49639
O43593,Q0VD86
O43593,Q8IUC1
O43593,Q52LG2
O43593,Q3LI76
O43593,Q9BYR8
O43593,Q9BYR6
O43593,O15496
O43593,P10745
O43593,Q99932
O43593,O43610
O43593,Q86WV8
O43593,Q9H0C1
Q9Y5Z4,O75340
Q9Y5Z4,Q9H8W4
Q6UWX4,P09917
P30511,P13747
P30511,P43632
P30511,P43629
P30511,P43630
P30511,Q14943
P31249,P31273
P31249,Q86VF2
P31249,Q8NI38
P31249,Q96GM5
P35225,P78552
P35225,Q14627
Q16552,Q9BQC3
Q16552,Q6PIL6
Q5VY09,Q00613
Q5VY09,Q8N4C8
Q5VY09,P23443
P41091,P05198
P41091,P20042
Q9Y283,Q9BPU9
O60684,X5D778
O60684,Q92688
O60684,Q96C86
O60684,Q86YD7
O60684,O14893
O60684,P01583
O60684,O75564
O60684,Q92993
O60684,Q14974
O60684,P20700
O60684,Q9Y5V3
O60684,Q9HAN9
O60684,P46087
O60684,Q9UKX7
O60684,Q9BUI4
O60684,Q96HA1
O60684,P78424
O60684,O43148
O60684,Q15637
O60684,Q16594
P26010,P21333
P26010,P21333
P26010,P13612
Q6NYC1,O60885
Q6NYC1,Q86X55
Q6NYC1,P50750
Q6NYC1,P03372
Q6NYC1,Q96NE9
Q6NYC1,Q9GZZ1
Q6NYC1,Q8NAV1
Q6NYC1,P04637
Q6NYC1,Q01081
Q6NYC1,Q9NP64
P18084,Q9BY76
P18084,Q92624
P18084,A8MQ03
P18084,O95967
P18084,Q13643
P18084,Q7Z6J6
P18084,Q08379
P18084,P06756
P18084,Q15323
P18084,O76011
P18084,Q07627
P18084,P60409
P18084,P60410
P18084,P60411
P18084,Q9BYR7
P18084,Q6L8G8
P18084,Q5JR59
P18084,Q9HD67
P18084,P0DPK4
P18084,Q8N720
Q9BZI1,Q99471
Q9BZI1,Q9UPG8
Q9BZI1,Q08117
P78413,P78424
Q96CN7,Q9P1Z2
Q6GPH6,O43765
Q6GPH6,O43765
Q6GPH6,Q96EQ0
Q6GPH6,Q12933
Q6GPH6,Q9UMX0
Q6GPH6,Q9UHD9
P13646,P17661
P13646,P14136
P13646,Q8IVS8
P13646,O14964
P13646,Q86VS8
P13646,P04264
P13646,P35908
P13646,P19013
P13646,P02538
P13646,P04259
P13646,Q14CN4
P13646,Q7RTS7
P13646,O95678
P13646,P07196
P13646,P25786
P13646,Q9NZD8
P13646,Q8N3L3
P78508,Q8IUQ4
Q16719,Q8WUE5
Q16719,P56545
Q16719,Q9NVL1
Q16719,P61968
Q16719,P59942
Q16719,Q8TDC0
Q16719,P78356
Q16719,Q86WH2
Q9H2S1,P35609
P57682,Q13363
P57682,P56545
P57682,Q92997
P57682,A2ABF9
P57682,Q96KQ7
P57682,Q13643
P57682,Q9UPM6
P57682,Q68G74
P57682,P32243
P57682,Q12933
Q9Y6Z4,Q9BYR7
Q8IUC2,Q16613
Q8IUC2,P21549
Q8IUC2,P19801
Q8IUC2,Q03989
Q8IUC2,Q7Z3C6
Q8IUC2,P0C7T5
Q8IUC2,Q8N9N5
Q8IUC2,O75934
Q8IUC2,O14503
Q8IUC2,Q6P1W5
Q8IUC2,Q9H1P6
Q8IUC2,Q9UQM7
Q8IUC2,Q96LX7
Q8IUC2,O75909
Q8IUC2,P32320
Q8IUC2,Q5T4B2
Q8IUC2,Q02930
Q8IUC2,A8MQ03
Q8IUC2,O75553
Q8IUC2,Q15038
Q8IUC2,Q96MA1
Q8IUC2,Q86UW9
Q8IUC2,Q6NZ36
Q8IUC2,Q92567
Q8IUC2,Q86UY5
Q8IUC2,O60548
Q8IUC2,Q9BZS1
Q8IUC2,P23769
Q8IUC2,O75603
Q8IUC2,Q9BZE0
Q8IUC2,Q9UBP5
Q8IUC2,P31273
Q8IUC2,P60329
Q8IUC2,Q3LI72
Q8IUC2,Q6PEX3
Q8IUC2,Q14CX5
Q8IUC2,Q13064
Q8IUC2,Q8TDC0
Q8IUC2,P52952
Q8IUC2,Q86UR1
Q8IUC2,Q7Z4N8
Q8IUC2,P23760
Q8IUC2,P78337
Q8IUC2,Q9NRQ2
Q8IUC2,Q7Z3K3
Q8IUC2,P78424
Q8IUC2,Q7Z5V6
Q8IUC2,O75360
Q8IUC2,Q9NZ81
Q8IUC2,P0CG20
Q8IUC2,P25788
Q8IUC2,Q9BTL3
Q8IUC2,Q93062
Q8IUC2,Q6ZRY4
Q8IUC2,Q9H0F5
Q8IUC2,Q9BVN2
Q8IUC2,Q99954
Q8IUC2,Q53HV7
Q8IUC2,P09234
Q8IUC2,O95935
Q8IUC2,Q9BXF9
Q8IUC2,Q01085
Q8IUC2,Q08117
Q8IUC2,O43711
Q8IUC2,P62328
Q8IUC2,Q15025
Q8IUC2,O14787
Q8IUC2,Q8N831
Q8IUC2,O95231
Q8IUC2,Q14119
Q8IUC2,Q9BYJ9
Q8IUC2,A0A0C4DGF1
Q8IUC2,Q96K80
Q8IUC2,Q15915
P60372,Q8NEC5
P60372,H3BUJ7
P60372,P49639
P60372,Q969P0
P60372,Q15040
P60372,Q6UXX9
P60372,P17041
P60372,Q96I27
P60372,Q16670
Q8WVF5,Q9UER7
Q8WVF5,Q5JVL4
Q8WVF5,Q96HA8
P60014,Q9Y2T1
P60014,Q8NEC5
P60014,Q02930
P60014,Q9Y6M4
P60014,Q9UBR2
P60014,A8MQ03
P60014,P49639
P60014,P60410
P60014,Q9BYR3
P60014,Q6L8G8
P60014,P26371
P60014,Q9BYQ3
P60014,Q5T753
P60014,Q5T754
P60014,Q5TA81
P60014,Q5TA77
P60014,P17568
P60014,P0DPK4
P60014,Q9H8W4
P60014,Q8WTR7
P60014,Q96SQ5
Q15349,P15056
Q15349,P28482
Q15349,P27361
Q15349,Q02156
Q15349,Q14160
Q15349,Q9Y566
P0C7H8,P82987
P0C7H8,Q14781
P0C7H8,Q8NE01
P0C7H8,P60370
P0C7H8,Q8WUK0
P0C7H8,P62857
P0C7H8,Q9NUL5
P0C7H8,Q8WZ59
P0C7H8,Q96SQ5
Q9UJU2,P35222
Q9UJU2,P49789
Q9UJU2,P08069
Q5T751,Q6UY14
Q5T751,Q9UKJ5
Q5T751,Q9H2X0
Q5T751,Q9UGL9
Q5T751,Q02930
Q5T751,A8MQ03
Q5T751,Q12805
Q5T751,O95967
Q5T751,P23142
Q5T751,Q96NT3
Q5T751,P49639
Q5T751,P60370
Q5T751,P60410
Q5T751,P59990
Q5T751,P59991
Q5T751,P60328
Q5T751,P60329
Q5T751,Q9BYQ6
Q5T751,Q9BQ66
Q5T751,Q9BYR5
Q5T751,Q9BYR3
Q5T751,Q9BYR2
Q5T751,Q6L8G4
Q5T751,Q701N4
Q5T751,Q6L8H2
Q5T751,Q6L8H1
Q5T751,Q6L8G9
Q5T751,P26371
Q5T751,Q9BYQ3
Q5T751,Q9BYQ0
Q5T751,Q5T7P2
Q5T751,Q5T7P3
Q5T751,Q5T752
Q5T751,Q5T754
Q5T751,Q5TA79
Q5T751,O14633
Q5T751,Q5TA81
Q5T751,Q5TA82
Q5T751,Q5TA76
Q5T751,Q5TA77
Q5T751,Q5TA78
Q5T751,Q5TCM9
Q5T751,Q8N5G2
Q5T751,Q92692
Q5T751,Q9HB63
Q5T751,P61970
Q5T751,Q14990
Q5T751,Q8WWZ8
Q5T751,P32242
Q5T751,O15496
Q5T751,Q9NRY6
Q5T751,Q9NRQ2
Q5T751,Q12837
Q5T751,P20618
Q5T751,Q92504
Q5T751,Q7Z698
Q5T751,O43609
Q5T751,P01137
Q5T751,Q8IWZ5
Q5T751,Q6EMK4
Q5T751,Q2TAL6
Q5T751,B2RUY7
Q5T751,Q96HA8
Q5J8X5,P41181
Q5J8X5,Q13520
Q5J8X5,P07307
Q5J8X5,O15342
Q5J8X5,O76090
Q5J8X5,Q13323
Q5J8X5,Q8N350
Q5J8X5,P11912
Q5J8X5,O95471
Q5J8X5,Q96BA8
Q5J8X5,Q68CJ9
Q5J8X5,Q9Y4D2
Q5J8X5,Q15125
Q5J8X5,Q92838
Q5J8X5,O14944
Q5J8X5,Q9Y282
Q5J8X5,Q9H8M9
Q5J8X5,Q5JX71
Q5J8X5,Q96KR6
Q5J8X5,O15552
Q5J8X5,P35212
Q5J8X5,P36382
Q5J8X5,P48165
Q5J8X5,P08034
Q5J8X5,O95377
Q5J8X5,O95452
Q5J8X5,Q8NFK1
Q5J8X5,Q8TDT2
Q5J8X5,Q9BSE4
Q5J8X5,Q96MG2
Q5J8X5,Q86W47
Q5J8X5,P26715
Q5J8X5,Q8TAF8
Q5J8X5,Q96PB8
Q5J8X5,Q8N4V1
Q5J8X5,Q96HJ5
Q5J8X5,Q9NQX5
Q5J8X5,Q2M2E3
Q5J8X5,Q9H5K3
Q5J8X5,O60894
Q5J8X5,Q9UBD6
Q5J8X5,Q96GF1
Q5J8X5,Q9NY72
Q5J8X5,Q9Y666
Q5J8X5,Q9UKG4
Q5J8X5,P54219
Q5J8X5,Q9BRI3
Q5J8X5,Q9NP94
Q5J8X5,P30825
Q5J8X5,Q9NPE6
Q5J8X5,Q8WWF3
Q5J8X5,Q96MV1
Q5J8X5,Q96CE8
Q5J8X5,Q7Z404
Q5J8X5,Q9NUH8
Q5J8X5,Q96Q45
Q5J8X5,Q4KMG9
Q5J8X5,Q96NL1
Q5J8X5,Q9H7M9
Q8NA19,O75031
Q8NA19,O00505
Q8NA19,Q9Y2I6
Q16655,O95208
Q9BV36,Q9UL45
Q9BV36,Q8TAB5
Q9BV36,P51159
Q9BV36,P51159
Q9BV36,O00194
Q8IW41,Q15109
Q8IW41,P04792
Q8IW41,Q16659
Q8IW41,Q16659
Q8IW41,P04637
A8MW99,Q63HM1
A8MW99,O95429
A8MW99,Q9UFG5
A8MW99,Q9NX04
A8MW99,Q9NP86
A8MW99,P55273
A8MW99,Q13111
A8MW99,Q96FN4
A8MW99,Q9H4G1
A8MW99,Q8WZ74
A8MW99,P04053
A8MW99,P63241
A8MW99,O75344
A8MW99,P62993
A8MW99,Q9H2F3
A8MW99,P46940
A8MW99,Q8TCE9
A8MW99,Q8N5G2
A8MW99,Q8WXB1
A8MW99,Q9UH92
A8MW99,Q96QG7
A8MW99,Q9ULV0
A8MW99,Q9NPG2
A8MW99,Q9Y5B8
A8MW99,Q9UJX0
A8MW99,Q15102
A8MW99,Q96FC7
A8MW99,Q9H4M7
A8MW99,O15160
A8MW99,Q9Y2K5
A8MW99,Q9UL33
A8MW99,Q8IWR1
A8MW99,Q8WW01
A8MW99,Q96PN8
A8MW99,Q8N6Y0
A8MW99,O14972
Q9H7P6,Q8TBB1
O00255,O14757
O00255,Q9BXW9
O00255,P17535
O00255,Q03164
O00255,P35579
O00255,P35579
O00255,P19838
O00255,P19838
O00255,Q00653
O00255,Q04206
O15481,Q4LEZ3
O15481,Q8WXI4
O15481,Q99856
O15481,P78537
O15481,Q96JN2
O15481,Q49A88
O15481,Q8IYA8
O15481,Q92997
O15481,Q96AZ1
O15481,Q96C01
O15481,A8MTA8
O15481,Q96RJ6
O15481,Q8N9W4
O15481,Q9NW75
O15481,O14964
O15481,O75409
O15481,Q63ZY3
O15481,O76015
O15481,Q9BRK4
O15481,P43361
O15481,Q13503
O15481,Q14696
O15481,Q9HD90
O15481,O15212
O15481,Q9NRD5
O15481,Q13464
O15481,Q59EK9
O15481,Q59EK9
O15481,O14796
O15481,Q96FV9
O15481,P14927
O15481,Q8N6Y0
O15481,Q9UHP3
O15481,O43379
O15481,Q9BYN7
O15481,Q9UGI0
Q9NX47,Q68DC2
Q9NX47,Q13520
Q9NX47,Q13323
Q9NX47,Q12981
Q9NX47,Q99675
Q9NX47,O43583
Q9NX47,Q9Y282
Q9NX47,Q969F0
Q9NX47,Q8TED1
Q9NX47,Q7Z5P4
Q9NX47,Q9NQG1
Q9NX47,O95140
Q9NX47,Q2M2E3
Q9NX47,P54829
Q9NX47,Q8WWV3
Q9NX47,Q9NR31
Q9NX47,O00767
Q9NX47,O95470
Q9NX47,Q9H169
Q9NX47,Q9NPL8
Q9NX47,Q8IV31
Q9NX47,Q9NUH8
Q9NX47,P0CG48
Q9NX47,Q96B02
Q9NX47,O95070
P40925,P54274
Q7KZI7,P10636
Q7KZI7,P10636
Q7KZI7,Q9BYG4
Q7KZI7,P31946
Q7KZI7,P61981
Q7KZI7,Q04917
Q7KZI7,P63104
Q8NE86,Q96AQ8
Q8NE86,Q9BPX6
Q8NE86,Q9BPX6
Q9NYZ2,Q9UL41
Q6NUT3,P11912
Q6NUT3,Q8WWF3
Q6NUT3,Q9NUH8
P31152,P08238
P31153,Q00266
P31153,Q9NZL9
P31153,O43663
Q9NXC5,P58004
Q9NXC5,Q96S15
Q13064,Q8WXI4
Q13064,Q6UY14
Q13064,P18825
Q13064,X5D778
Q13064,Q9BQD7
Q13064,Q9UBZ4
Q13064,P29972
Q13064,Q03989
Q13064,Q96C12
Q13064,Q5T686
Q13064,Q8N1L9
Q13064,O43521
Q13064,Q9BXY8
Q13064,Q9H2G9
Q13064,Q9NP55
Q13064,Q8WW14
Q13064,Q96HB5
Q13064,Q8N715
Q13064,Q9BXL8
Q13064,Q8NHQ1
Q13064,Q5T4B2
Q13064,Q9BSW2
Q13064,A8MQ03
Q13064,Q96D03
Q13064,Q16610
Q13064,Q9BQ95
Q13064,Q12805
Q13064,Q9H0I2
Q13064,P07992
Q13064,Q9BQ89
Q13064,Q9H5Z6
Q13064,Q7L5A3
Q13064,O95363
Q13064,Q8TAE8
Q13064,P15976
Q13064,P55040
Q13064,Q9NYA3
Q13064,P08631
Q13064,O14964
Q13064,P49639
Q13064,P35452
Q13064,O75031
Q13064,Q9ULV5
Q13064,P05019
Q13064,Q9UKT9
Q13064,Q9C086
Q13064,Q63ZY3
Q13064,Q9BVG8
Q13064,Q13351
Q13064,Q2WGJ6
Q13064,O76011
Q13064,O95678
Q13064,O43790
Q13064,Q3LHN2
Q13064,Q3LI70
Q13064,Q3SYF9
Q13064,Q3LI59
Q13064,Q3LI66
Q13064,Q8IUC3
Q13064,Q8IUC2
Q13064,Q14657
Q13064,Q14847
Q13064,Q9Y5V3
Q13064,O95983
Q13064,P59942
Q13064,O15151
Q13064,P50221
Q13064,A9UHW6
Q13064,Q6PF18
Q13064,Q96DV4
Q13064,P82932
Q13064,Q9NPC6
Q13064,Q96AH0
Q13064,P17568
Q13064,O00746
Q13064,A8MYP8
Q13064,Q16512
Q13064,O15160
Q13064,P01189
Q13064,P54646
Q13064,Q8WWY3
Q13064,P0CG20
Q13064,P25786
Q13064,P20618
Q13064,Q03431
Q13064,Q13882
Q13064,Q9Y272
Q13064,Q96IZ5
Q13064,Q6ZRY4
Q13064,Q8N443
Q13064,Q2I0M5
Q13064,Q14D33
Q13064,Q9BWG6
Q13064,Q15637
Q13064,P31947
Q13064,P03973
Q13064,Q96GM5
Q13064,Q9H7B4
Q13064,P09234
Q13064,O60504
Q13064,Q6RVD6
Q13064,Q8IWL8
Q13064,Q9NZ72
Q13064,Q9H668
Q13064,Q96PV0
Q13064,O75478
Q13064,Q5VWN6
Q13064,Q15560
Q13064,Q9BT92
Q13064,O95988
Q13064,Q96A09
Q13064,P05549
Q13064,Q9UBB9
Q13064,Q08117
Q13064,Q8N7U7
Q13064,Q12933
Q13064,Q3SY00
Q13064,O14817
Q13064,Q5W5X9
Q13064,Q96NG3
Q13064,Q6PKC3
Q13064,P51668
Q13064,Q9BRT2
Q13064,Q8N6Y0
Q13064,Q9Y2B5
Q13064,Q64LD2
Q13064,Q9NZC7
Q13064,B2RXF5
Q13064,G3V1X1
Q13064,Q9NU63
Q13064,Q9NZV7
Q13064,Q96IQ9
Q13064,Q96SQ5
Q13064,P0C7X2
Q13064,Q9Y2P0
Q9UPX6,Q9Y5P4
Q9UPX6,Q9BW66
Q9UPX6,Q9BUL8
Q9UPX6,Q96IW7
Q9UPX6,Q15436
Q9UPX6,Q5SNT2
Q9UPX6,Q9Y228
Q96AX9,Q9UHD2
Q5VWP3,P45984
Q9UKD2,Q9NYB0
Q14008,P16333
Q14008,Q9P270
Q14008,O75410
Q14008,O75410
Q14008,O75410
Q14008,Q9Y6A5
A1L168,Q9NYB9
A1L168,Q68D86
A1L168,O60812
A1L168,Q15691
A1L168,Q9UPY8
A1L168,Q96ES7
A1L168,O95295
A1L168,Q9Y3C0
P21291,Q16790
P21291,Q9H902
Q96LJ7,Q12982
Q96LJ7,Q9NR28
Q96LJ7,O76011
Q96LJ7,Q07627
Q96LJ7,P60410
Q96LJ7,P60411
Q96LJ7,Q8IUC1
Q96LJ7,P59990
Q96LJ7,P59991
Q96LJ7,P60328
Q96LJ7,Q9BYR7
Q96LJ7,A0A087WY89
Q96LJ7,Q9BYQ6
Q96LJ7,Q6L8H4
Q96LJ7,Q701N4
Q96LJ7,P26371
Q96LJ7,Q3LI66
Q96LJ7,Q9BYQ0
Q96LJ7,O14633
Q96LJ7,Q969G2
Q96LJ7,Q99750
Q96LJ7,Q5JR59
Q96LJ7,Q7Z3S9
Q96LJ7,P0DPK4
Q96JC9,Q96CW1
Q96JC9,Q4LE39
Q96JC9,Q8N7W2
Q96JC9,Q6PI77
Q96JC9,Q8NCX0
Q96JC9,Q8NHQ1
Q96JC9,Q8TAP6
Q96JC9,Q9H147
Q96JC9,Q7L190
Q96JC9,O00472
Q96JC9,Q9HB65
Q96JC9,Q86W67
Q96JC9,Q8TAE8
Q96JC9,O95995
Q96JC9,Q5JQS6
Q96JC9,A6NEM1
Q96JC9,Q8TE85
Q96JC9,P32780
Q96JC9,Q92759
Q96JC9,Q9NSC5
Q96JC9,O75031
Q96JC9,Q14145
Q96JC9,Q86T90
Q96JC9,Q8N8X9
Q96JC9,O95402
Q96JC9,Q8TD10
Q96JC9,P26367
Q96JC9,Q9NRD5
Q96JC9,Q9NWS0
Q96JC9,P61289
Q96JC9,Q8N488
Q96JC9,O00560
Q96JC9,P04279
Q96JC9,P37108
Q96JC9,Q96MF2
Q96JC9,Q15560
Q96JC9,Q12800
Q96JC9,Q08117
Q96JC9,O95379
Q96JC9,P19237
Q96JC9,Q12933
Q96JC9,Q9BVG3
Q96JC9,Q5SQQ9
Q96JC9,Q8IY57
Q96JC9,O43829
Q96JC9,P52747
Q96JC9,O95125
Q96JC9,Q6ZNG0
P50570,Q8N157
P50570,O95817
P50570,Q14247
P50570,Q8NFF5
P50570,P62993
P50570,Q15811
P50570,Q12965
P50570,P22392
P50570,Q9UNF0
P50570,P54646
P50570,P47897
P50570,O76064
P50570,O00560
P50570,Q15436
P50570,Q9P0V3
P50570,Q99962
P50570,Q96B97
P50570,Q9Y5X1
P50570,Q9BUZ4
P50570,P57075
Q9BVJ7,Q9NWX5
Q9BVJ7,Q9H503
Q9BVJ7,Q96D03
Q9BVJ7,Q96B26
Q9BVJ7,Q6NTE8
Q9BVJ7,Q9GZT8
Q9BVJ7,P28062
Q9BVJ7,Q9UL46
Q9BVJ7,P15884
Q9BVJ7,Q8TBC4
O95936,Q5XKR4
Q96FG2,P43360
Q5NDL2,Q5JX71
Q5NDL2,Q9UKG4
Q5NDL2,Q8TBB6
Q13144,P49841
Q13144,O75558
Q8N8S7,Q14517
Q8N8S7,Q9NYB0
Q8N8S7,Q9UGI8
Q96D98,P15289
Q96D98,Q9UI47
Q96D98,Q8N6I1
Q96D98,Q13547
Q96D98,Q9HCI5
Q96D98,Q7Z3K3
Q14241,Q9Y2T1
Q14241,Q9BYV9
Q14241,Q2TAC2
Q14241,Q86X02
Q14241,Q8IYX8
Q14241,Q8NHQ1
Q14241,Q8N137
Q14241,O60447
Q14241,Q8IZU0
Q14241,A0A0C3SFZ9
Q14241,P51114
Q14241,Q96IK5
Q14241,Q9NYA3
Q14241,Q4V328
Q14241,Q8IX15
Q14241,Q96AA8
Q14241,Q63ZY3
Q14241,O95198
Q14241,Q6A162
Q14241,Q9BQD3
Q14241,Q9Y250
Q14241,P23508
Q14241,Q99750
Q14241,O15344
Q14241,Q9UJV3
Q14241,Q15742
Q14241,Q96RE7
Q14241,Q96HR8
Q14241,Q8NI38
Q14241,O15055
Q14241,O00444
Q14241,Q13136
Q14241,Q9NQX0
Q14241,O14744
Q14241,Q15276
Q14241,Q69YQ0
Q14241,Q8NA61
Q14241,Q15025
Q14241,O94972
Q14241,Q9BYV2
Q14241,Q3KQV3
Q00013,O15439
Q00013,Q8TDN7
Q00013,Q5QJU3
Q00013,Q9NRZ7
Q00013,Q96CW1
Q00013,Q96BI3
Q00013,Q6UW56
Q00013,Q6PI77
Q00013,Q9GZP9
Q00013,Q6ZPD8
Q00013,Q9ULA0
Q00013,Q0VD86
Q00013,Q53G59
Q00013,Q96CV9
Q00013,Q8TEZ7
Q00013,Q96LW4
Q00013,Q9NS64
Q00013,Q96K37
Q00013,R4GMP8
Q00013,O43761
Q00013,Q8WW34
Q00013,Q9UBK9
Q00013,Q9UID6
Q32P44,P54253
Q32P44,Q96D03
P54753,P37235
P54753,O75031
P52798,Q9BVK8
Q8IXL6,Q9NP70
Q8IXL6,Q6UX39
Q8IXL6,O14791
Q8IXL6,P05060
Q8IXL6,Q9NRM1
Q8IXL6,Q96MK3
Q8IXL6,P02671
Q8IXL6,P08833
Q8IXL6,P02810
Q8IXL6,P01008
Q8IXL6,P10451
Q8IXL6,P10451
Q96Q35,Q9UI12
Q96Q35,P51451
Q96Q35,P46108
Q96Q35,Q9NRI5
Q96Q35,Q92997
Q96Q35,Q86YD7
Q96Q35,Q9C086
Q96Q35,Q8TCE9
Q96Q35,Q17RB8
Q96Q35,Q8WWY3
Q96Q35,Q9NZD8
Q96Q35,Q16385
Q96Q35,O60224
Q96Q35,O75716
Q96Q35,O00204
Q96Q35,O00204
Q96Q35,P56279
Q96Q35,Q96N21
Q96Q35,Q8WV44
Q96Q35,P07947
Q8NFF5,Q7Z2E3
Q8NFF5,Q5SYC1
Q8NFF5,Q9UNS2
Q8NFF5,P29373
Q8NFF5,P50570
Q8NFF5,Q96JM7
Q8NFF5,Q9GZT8
Q8NFF5,Q9NRG1
Q8NFF5,Q04864
Q8NFF5,Q04864
Q8NFF5,O00560
Q8NFF5,P15884
Q8NFF5,P36406
Q8TE68,Q9NYB9
Q8TE68,Q9H013
Q8TE68,P07766
Q8TE68,A8MQ03
Q8TE68,Q9NYB0
P31513,Q8IUN9
P31513,O43889
P31513,Q9NTJ5
P31513,Q96HU1
Q8N3X1,P42858
Q9H4M3,P78537
Q9H4M3,Q96GS4
Q9H4M3,Q96GS4
Q9H4M3,Q8TAV5
Q9H4M3,O75031
Q9H4M3,Q9ULR0
Q9H4M3,Q9NQX1
Q9H4M3,Q9UJW9
Q9H4M3,P63208
Q9H4M3,P63208
Q9H4M3,Q9NZD8
Q8NI29,P63208
Q9UKC9,P08238
Q9UKC9,P63208
Q8TC99,Q15013
Q8TC99,Q96EZ8
Q8TC99,Q92569
Q8TC99,Q147U7
Q8TC99,P36508
Q9H706,O75791
Q9H706,P62993
Q9H706,O43639
O14976,Q9NQ11
O14976,P11142
O14976,Q5S007
O60609,Q5T4W7
Q14390,O43711
Q9H1K4,A8MQ03
Q9H1K4,Q9HD26
Q9H1K4,Q52LG2
Q9H1K4,Q3LI70
Q9H1K4,Q9BYQ3
O60269,Q13639
O60269,P31947
Q96SL4,O43681
Q96SL4,Q12797
Q96SL4,Q8NHQ1
Q96SL4,Q9UBL6
Q96SL4,P61601
Q96SL4,O43765
Q96SL4,Q96EQ0
Q96SL4,Q9BQ70
Q96SL4,Q9UHD9
Q96SL4,Q96HA8
Q9HD26,Q9H9L7
Q9HD26,Q7Z3C6
Q9HD26,Q16520
Q9HD26,Q0P5P2
Q9HD26,Q68D86
Q9HD26,Q68D86
Q9HD26,E9PSE9
Q9HD26,Q12882
Q9HD26,Q86YD7
Q9HD26,Q8IZU0
Q9HD26,P15408
Q9HD26,P55040
Q9HD26,P08631
Q9HD26,P08631
Q9HD26,P05412
Q9HD26,Q6UWP7
Q9HD26,Q8WVZ3
Q9HD26,Q9BYD6
Q9HD26,Q15746
Q9HD26,Q15746
Q9HD26,Q8IZQ8
Q9HD26,Q969R2
Q9HD26,Q99497
Q9HD26,Q7Z2X4
Q9HD26,Q6NYC8
Q9HD26,Q2TAK8
Q9HD26,Q86X10
Q9HD26,Q96D59
Q9HD26,Q96D59
Q9HD26,Q9NTN9
Q9HD26,Q9H1K4
Q9HD26,Q8N9S9
Q9HD26,Q6RVD6
Q9HD26,O43805
Q9HD26,Q14849
Q9HD26,P04004
Q9HD26,P04004
Q9HD26,Q6ZSB9
Q9HD26,Q6ZSB9
Q9HD26,Q8WTX9
Q9HD26,Q8TBZ8
Q9HD26,Q9P0T4
Q9HD26,Q96SQ5
Q9HD26,Q9Y2P0
Q9HD26,Q8NBB4
Q8TDT2,Q9H172
Q8TDT2,O95870
Q8TDT2,Q96CM8
Q8TDT2,Q15848
Q8TDT2,Q6RW13
Q8TDT2,Q9NVV5
Q8TDT2,Q86W74
Q8TDT2,O95236
Q8TDT2,Q96PS8
Q8TDT2,Q92482
Q8TDT2,Q13520
Q8TDT2,Q15041
Q8TDT2,Q9H2C2
Q8TDT2,P27449
Q8TDT2,Q8NFL0
Q8TDT2,P23560
Q8TDT2,O15155
Q8TDT2,O95393
Q8TDT2,Q12982
Q8TDT2,Q12983
Q8TDT2,Q86Z23
Q8TDT2,P07357
Q8TDT2,Q9P0B6
Q8TDT2,P13236
Q8TDT2,Q8NHW4
Q8TDT2,P19397
Q8TDT2,P21854
Q8TDT2,P60033
Q8TDT2,O14735
Q8TDT2,O95674
Q8TDT2,Q99675
Q8TDT2,Q8NHS1
Q8TDT2,Q6ZS10
Q8TDT2,Q8NC01
Q8TDT2,A0A024R644
Q8TDT2,O95406
Q8TDT2,P21964
Q8TDT2,P54108
Q8TDT2,Q8N6G5
Q8TDT2,Q4LDR2
Q8TDT2,P49447
Q8TDT2,Q8NBI2
Q8TDT2,O43169
Q8TDT2,P00387
