InteractorA,InteractorB
P61968,Q16348
P61968,Q13485
P61968,P51692
P61968,P51687
P61968,P15884
P61968,P15884
P61968,Q8IWB6
P61968,Q9UBB9
P61968,Q08117
P61968,Q08117
P61968,Q13625
P61968,O00463
P61968,P14373
P61968,Q9BYV2
P61968,Q6ZT98
P61968,Q9UHD9
P61968,Q2NL98
P61968,Q8N1B4
P61968,O43298
P61968,Q9H0C1
P61968,P52742
P61968,O95125
P61968,O14771
P61968,Q8NF99
P61968,Q86VK4
P61968,Q7Z7K2
Q5VYS4,Q8N5M1
Q5VYS4,Q7Z7H3
Q5VYS4,P57105
Q5VYS4,Q9H0E2
Q9BXY0,Q96NE9
Q9BXY0,Q9HAP6
P20794,P10275
P20794,Q9UM11
Q16819,P14780
Q8TC05,Q2TAC2
Q8TC05,Q9NSC5
O14770,P18825
O14770,Q9BQD7
O14770,Q9NP55
O14770,Q6P1W5
O14770,Q16568
O14770,A0A1B0GWI1
O14770,A0A1B0GWI1
O14770,P78358
O14770,Q96C01
O14770,Q92567
O14770,P24592
O14770,Q13352
O14770,P60410
O14770,Q8IUC1
O14770,Q3LHN2
O14770,Q3LI70
O14770,Q3LI64
O14770,Q3LI66
O14770,P59942
O14770,P17568
O14770,A8MTQ0
O14770,Q9BVL2
O14770,O43482
O14770,Q9UJX0
O14770,P40424
O14770,Q9BYU1
O14770,Q16633
O14770,P78424
O14770,Q13882
O14770,Q9BVN2
O14770,P09683
O14770,Q8NCR6
O14770,Q13207
O14770,Q9Y5J6
O14770,P31314
O14770,Q8IWZ5
O14770,Q99990
Q9BTE3,P04424
Q9BTE3,O00311
Q9BTE3,P35638
Q9BTE3,Q13451
Q9BTE3,Q9Y248
Q9BTE3,Q9BRT9
Q9BTE3,Q14145
Q9BTE3,P49736
Q9BTE3,P25205
Q9BTE3,P33991
Q9BTE3,P33992
Q9BTE3,Q14566
Q9BTE3,P33993
Q9BTE3,P33993
Q9BTE3,Q9UJA3
Q9BTE3,Q9NRG1
Q9BTE3,Q9NRG1
Q9BTE3,Q9UIY3
Q9BTE3,Q9UQE7
Q9BTE3,Q13573
Q9BTE3,Q6S9Z5
O43513,Q9Y376
O43513,O14964
O43513,Q15648
O43513,Q9BTT4
O43513,Q13503
O43513,O95402
Q9P086,Q9NYB9
Q9P086,Q96HB5
Q9P086,P23434
Q9P086,Q15528
Q9P086,Q9GZM8
Q9P086,Q9Y5B8
Q9P086,Q96ES7
Q9P086,A1L4H1
Q9P086,Q6PIF2
Q9P086,Q8N6Y0
Q96L34,P60953
Q96L34,Q15323
Q96L34,Q9BYG4
Q96L34,Q8ND90
Q96L34,P41743
Q96L34,Q15831
Q96L34,P23258
Q96L34,Q04917
P55082,Q9Y3R0
Q9UNW1,Q9UHD9
Q8N3F8,Q9H4M9
Q8N3F8,Q9NZN3
Q8N3F8,Q15286
Q7L1V2,Q9P253
P50281,Q9BV57
P50281,Q13520
P50281,P56945
P50281,Q8N6L0
P50281,Q15125
P50281,Q9GZR5
P50281,Q9Y624
P50281,P22455
P50281,Q13643
P50281,P09958
P50281,Q7Z5P4
P50281,P53667
P50281,P51884
P50281,Q15800
P50281,P27105
P50281,P16035
P50281,Q96AP4
O15439,Q00013
P30304,Q9BSU3
P30304,P04049
P30304,P31946
P30304,P27348
P30304,P63104
Q9ULD2,P63208
Q9ULD2,Q13190
Q9ULD2,O15400
Q5JR59,Q6UXT9
Q5JR59,Q08AH1
Q5JR59,Q8WTP8
Q5JR59,Q9UHB7
Q5JR59,Q9UHB7
Q5JR59,X5D778
Q5JR59,P29972
Q5JR59,P29972
Q5JR59,P40617
Q5JR59,O15169
Q5JR59,Q9H503
Q5JR59,Q99728
Q5JR59,Q9BXY8
Q5JR59,Q13895
Q5JR59,Q13895
Q5JR59,Q9H6X5
Q5JR59,Q9NX04
Q5JR59,Q8TAB5
Q5JR59,Q8TAB5
Q5JR59,Q53TS8
Q5JR59,P54284
Q5JR59,Q7Z7H3
Q5JR59,Q8NEC5
Q5JR59,Q9HC52
Q5JR59,Q9HC52
Q5JR59,Q8IX12
Q5JR59,Q8IYX3
Q5JR59,Q8IYX3
Q5JR59,Q96HB5
Q5JR59,Q8IYE0
Q5JR59,Q8IYE0
Q5JR59,A5D8V7
Q5JR59,Q96LX7
Q5JR59,Q8N715
Q5JR59,E9PSE9
Q5JR59,Q9NVL8
Q5JR59,Q16204
Q5JR59,Q8IWA6
Q5JR59,Q8TD31
Q5JR59,Q8TD31
Q5JR59,Q86Y33
Q5JR59,Q99459
Q5JR59,O00311
Q5JR59,Q6P1J9
Q5JR59,Q6P1J9
Q5JR59,Q07002
Q5JR59,Q07002
Q5JR59,Q15078
Q5JR59,Q8IVW4
Q5JR59,Q8IVW4
Q5JR59,P38936
Q5JR59,P46527
Q5JR59,Q8IYX8
Q5JR59,Q8IYX8
Q5JR59,Q96GE4
Q5JR59,Q96GE4
Q5JR59,Q8TCT0
Q5JR59,Q9UKJ5
Q5JR59,Q8NE01
Q5JR59,Q14746
Q5JR59,Q14746
Q5JR59,Q02930
Q5JR59,Q49AN0
Q5JR59,Q49AN0
Q5JR59,P09603
Q5JR59,Q9UBR2
Q5JR59,Q2TBE0
Q5JR59,Q2TBE0
Q5JR59,O14625
Q5JR59,Q9NS75
Q5JR59,A2VCK2
Q5JR59,Q9UJW0
Q5JR59,O43602
Q5JR59,P26196
Q5JR59,Q96LJ7
Q5JR59,Q9Y2H0
Q5JR59,Q15398
Q5JR59,Q9NQL9
Q5JR59,Q9NQL9
Q5JR59,Q92608
Q5JR59,Q92608
Q5JR59,O60941
Q5JR59,O60941
Q5JR59,Q08426
Q5JR59,O15371
Q5JR59,Q9H0I2
Q5JR59,Q6UWV6
Q5JR59,Q8IYI6
Q5JR59,O95990
Q5JR59,Q9BQ89
Q5JR59,Q9H5Z6
Q5JR59,Q8NE31
Q5JR59,Q3B820
Q5JR59,Q3B820
Q5JR59,Q96MY7
Q5JR59,Q5TZK3
Q5JR59,Q86YD7
Q5JR59,Q86YD7
Q5JR59,Q96D16
Q5JR59,Q9NWN3
Q5JR59,Q9NWN3
Q5JR59,Q969U6
Q5JR59,O94868
Q5JR59,Q4VC44
Q5JR59,Q9BVV2
Q5JR59,Q8TAE8
Q5JR59,Q9H3Q3
Q5JR59,Q8NHY3
Q5JR59,P55040
Q5JR59,Q86UU5
Q5JR59,Q9NVN8
Q5JR59,Q92917
Q5JR59,P09211
Q5JR59,A4D1E9
Q5JR59,Q9GZV7
Q5JR59,Q96CS2
Q5JR59,P02008
Q5JR59,P08631
Q5JR59,P08631
Q5JR59,P56524
Q5JR59,P56524
Q5JR59,P09067
Q5JR59,P17482
Q5JR59,Q03933
Q5JR59,Q03933
Q5JR59,Q14773
Q5JR59,Q14005
Q5JR59,Q9C086
Q5JR59,P16144
Q5JR59,P18084
Q5JR59,Q8N9B5
Q5JR59,Q15040
Q5JR59,O75564
Q5JR59,Q63ZY3
Q5JR59,Q92993
Q5JR59,Q92993
Q5JR59,Q99661
Q5JR59,Q9BVG8
Q5JR59,O95678
Q5JR59,Q01546
Q5JR59,Q96BZ8
Q5JR59,Q96BZ8
Q5JR59,Q7Z4I7
Q5JR59,P25791
Q5JR59,Q8TAP4
Q5JR59,P61968
Q5JR59,Q8TBB1
Q5JR59,Q8TBB1
Q5JR59,Q96L50
Q5JR59,Q96S90
Q5JR59,P43361
Q5JR59,Q15691
Q5JR59,Q6IPE9
Q5JR59,O95983
Q5JR59,Q9H7H0
Q5JR59,P55081
Q5JR59,Q9BU76
Q5JR59,P00540
Q5JR59,Q9Y3B7
Q5JR59,Q9Y217
Q5JR59,P52179
Q5JR59,Q86VE0
Q5JR59,Q9GZM8
Q5JR59,Q9UHB4
Q5JR59,Q9UHB4
Q5JR59,P18615
Q5JR59,Q5HYW2
Q5JR59,Q8NFP7
Q5JR59,Q9UBU9
Q5JR59,Q14990
Q5JR59,Q9Y5E9
Q5JR59,Q5VU43
Q5JR59,Q17RL8
Q5JR59,Q13526
Q5JR59,Q13526
Q5JR59,Q16512
Q5JR59,Q6P5Z2
Q5JR59,Q99959
Q5JR59,Q99959
Q5JR59,Q494U1
Q5JR59,Q9NRQ2
Q5JR59,Q9Y2S7
Q5JR59,Q8WUT1
Q5JR59,Q8WUT1
Q5JR59,Q8NEY8
Q5JR59,Q6NYC8
Q5JR59,Q6NYC8
Q5JR59,Q13131
Q5JR59,P54646
Q5JR59,Q99633
Q5JR59,Q8WWY3
Q5JR59,Q8WWY3
Q5JR59,P0CG20
Q5JR59,P25786
Q5JR59,P25786
Q5JR59,P20618
Q5JR59,O75127
Q5JR59,Q13308
Q5JR59,Q8WUK0
Q5JR59,Q8TBN0
Q5JR59,Q8TBN0
Q5JR59,Q86VV4
Q5JR59,P61224
Q5JR59,Q86YV0
Q5JR59,Q9Y272
Q5JR59,Q96IZ5
Q5JR59,Q9P2K3
Q5JR59,P41220
Q5JR59,P41220
Q5JR59,Q8TCX5
Q5JR59,P27694
Q5JR59,P27694
Q5JR59,P32969
Q5JR59,Q86WX3
Q5JR59,Q14D33
Q5JR59,Q14D33
Q5JR59,Q9UPU9
Q5JR59,O95171
Q5JR59,Q9BWG6
Q5JR59,O00560
Q5JR59,O00560
Q5JR59,Q8WWX9
Q5JR59,Q9C0A6
Q5JR59,Q9H788
Q5JR59,Q9H788
Q5JR59,Q9H788
Q5JR59,Q8TEC5
Q5JR59,Q9NUL5
Q5JR59,Q9NUL5
Q5JR59,O76082
Q5JR59,Q9UHI7
Q5JR59,Q86VD7
Q5JR59,Q6ZT89
Q5JR59,P12236
Q5JR59,Q9GZT3
Q5JR59,Q96GM5
Q5JR59,Q969G3
Q5JR59,Q969G3
Q5JR59,Q9H0W8
Q5JR59,O95863
Q5JR59,P09012
Q5JR59,P08579
Q5JR59,Q13573
Q5JR59,Q13573
Q5JR59,Q6RVD6
Q5JR59,Q6RVD6
Q5JR59,Q9H0A9
Q5JR59,Q9NZD8
Q5JR59,Q9UQ90
Q5JR59,O75716
Q5JR59,Q5T7P8
Q5JR59,Q9BSH4
Q5JR59,Q15543
Q5JR59,Q15543
Q5JR59,Q9NU19
Q5JR59,Q15560
Q5JR59,Q8N8B7
Q5JR59,Q9BT92
Q5JR59,Q15561
Q5JR59,Q96N21
Q5JR59,Q9BT49
Q5JR59,Q9BT49
Q5JR59,Q08117
Q5JR59,Q08117
Q5JR59,Q96KP6
Q5JR59,P19237
Q5JR59,Q96S44
Q5JR59,Q14134
Q5JR59,Q8IWZ5
Q5JR59,Q3SY00
Q5JR59,Q3SY00
Q5JR59,Q63HK5
Q5JR59,Q63HK5
Q5JR59,Q5W5X9
Q5JR59,Q6ZVT0
Q5JR59,Q99757
Q5JR59,Q99757
Q5JR59,P0CB47
Q5JR59,O75604
Q5JR59,O75604
Q5JR59,Q9UPT9
Q5JR59,Q5TAP6
Q5JR59,Q6EMK4
Q5JR59,Q9BTA9
Q5JR59,Q9BTA9
Q5JR59,Q96HA8
Q5JR59,Q96HA8
Q5JR59,Q05516
Q5JR59,Q9UFB7
Q5JR59,Q53FD0
Q5JR59,G3V1X1
Q5JR59,Q15911
Q5JR59,Q6P2D0
Q5JR59,Q6ZN57
Q5JR59,Q9BQ24
Q5JR59,Q96NC0
Q5JR59,Q96NC0
Q5JR59,O75800
Q5JR59,Q15973
Q5JR59,P52737
Q5JR59,P52737
Q5JR59,P17021
Q5JR59,P17024
Q5JR59,P17024
Q5JR59,P17027
Q5JR59,Q9UIE0
Q5JR59,Q9UNY5
Q5JR59,Q9UNY5
Q5JR59,Q16600
Q5JR59,P15622
Q5JR59,Q14584
Q5JR59,P17036
Q5JR59,Q86UD4
Q5JR59,Q86UD4
Q5JR59,Q9Y3M9
Q5JR59,P13682
Q5JR59,Q9H9D4
Q5JR59,Q86VK4
Q5JR59,Q96IQ9
Q5JR59,Q09FC8
Q5JR59,Q8TAU3
Q5JR59,Q8TAU3
Q5JR59,Q9BUY5
Q5JR59,Q7Z4V0
Q5JR59,Q8NDP4
Q5JR59,Q8NDP4
Q5JR59,Q8IYI8
Q5JR59,Q8IYI8
Q5JR59,Q96MX3
Q5JR59,Q9ULM2
Q5JR59,Q9ULM2
Q5JR59,Q6ZNH5
Q5JR59,Q96KM6
Q5JR59,Q8N988
Q5JR59,Q8TBZ8
Q5JR59,Q7Z3I7
Q5JR59,Q7Z3I7
Q5JR59,Q9UK33
Q5JR59,Q9P0T4
Q5JR59,Q96SQ5
Q5JR59,Q96SQ5
Q5JR59,Q96NL3
Q5JR59,Q96SK3
Q5JR59,Q6PF04
Q5JR59,Q9P2J8
Q5JR59,Q9P2J8
Q5JR59,Q5T619
Q5JR59,Q96BR6
Q5JR59,Q9BS34
Q5JR59,Q9H7X3
Q5JR59,P36508
Q5JR59,Q96H86
Q5JR59,Q6NX45
Q5JR59,Q96BV0
Q5JR59,A8K8V0
Q5JR59,A8K8V0
Q5JR59,Q3KQV3
Q5JR59,Q96EG3
Q5JR59,Q08AG5
Q5JR59,O43309
Q5JR59,Q16670
Q5JR59,Q16670
P49286,P28335
P49286,P48039
P49286,O76081
P49286,Q14669
Q9UHE5,Q3SXY8
Q9UHE5,O15342
Q9UHE5,Q13323
Q9UHE5,P11912
Q9UHE5,Q9HA82
Q9UHE5,Q96BA8
Q9UHE5,Q15125
Q9UHE5,Q5JX71
Q9UHE5,O15552
Q9UHE5,Q6ZVE7
Q9UHE5,Q8TDT2
Q9UHE5,Q7Z5P4
Q9UHE5,Q9HDC5
Q9UHE5,O95214
Q9UHE5,Q5SR56
Q9UHE5,Q9H2K0
Q9UHE5,Q9BRK0
Q9UHE5,Q9NR31
Q9UHE5,Q3KNW5
Q9UHE5,Q96MV1
Q9UHE5,Q96AN5
Q9UHE5,Q9NUH8
Q9UHE5,Q9Y320
Q9UHE5,Q12999
Q9UHE5,Q9BSR8
O60934,Q13315
O60934,Q09472
O60934,Q9BXW9
O60934,P16104
O60934,Q68E01
O60934,Q14676
O60934,P49959
O60934,O75943
O60934,Q99708
O60934,Q96EB6
O60934,Q13428
O60934,Q99986
P41227,Q8WYK0
P41227,Q15052
P41227,Q14155
P41227,Q8WXS3
P41227,Q6W2J9
P41227,Q13137
P41227,Q9BWC9
P41227,Q6PII3
P41227,Q96FF9
P41227,Q9C0F1
P41227,Q8IUR6
P41227,Q96D03
P41227,Q6P158
P41227,A2ABF9
P41227,Q6UN15
P41227,Q9NWQ4
P41227,Q92845
P41227,P60370
P41227,P60371
P41227,P60409
P41227,Q96EZ8
P41227,O15151
P41227,P50222
P41227,Q9UHC7
P41227,P82912
P41227,Q9GZZ1
P41227,Q86UR1
P41227,Q5VU43
P41227,Q5VU43
P41227,Q9NRY6
P41227,Q9Y5P8
P41227,Q96QF0
P41227,Q96QF0
P41227,Q9BYM8
P41227,Q96D15
P41227,O15034
P41227,Q13214
P41227,Q8WV41
P41227,Q9Y2D8
P41227,Q5H9L4
P41227,Q7Z6J9
P41227,O43829
P41227,O95125
P41227,Q8N720
Q53H96,O95429
Q53H96,P42772
Q53H96,P20618
Q53H96,O00560
Q53H96,Q96HA8
Q53GG5,P35609
Q53GG5,P35609
Q53GG5,P49792
O15530,P31749
O15530,Q00005
O15530,O75385
O15530,Q8IUH5
Q15645,Q9Y303
Q15645,Q9Y303
Q15645,Q9NXR5
Q15645,Q969Q4
Q15645,P15289
Q15645,Q8WXK3
Q15645,Q9H0W9
Q15645,Q9H0W9
Q15645,Q9Y2V0
Q15645,Q5BKX5
Q15645,Q8N1A6
Q15645,Q9Y4F5
Q15645,Q8N3C7
Q15645,P21964
Q15645,P21964
Q15645,P53672
Q15645,Q6BCY4
Q15645,Q6BCY4
Q15645,O75935
Q15645,O95865
Q15645,Q14689
Q15645,Q14689
Q15645,O14531
Q15645,Q96G04
Q15645,Q9UBX5
Q15645,Q53EP0
Q15645,P07902
Q15645,Q8IVS8
Q15645,Q9BSH5
Q15645,Q86VF2
Q15645,P14784
Q15645,Q0VD86
Q15645,P59990
Q15645,P59991
Q15645,P60329
Q15645,Q6PEX3
Q15645,Q3LI64
Q15645,Q3LI66
Q15645,Q16773
Q15645,Q14847
Q15645,Q14847
Q15645,Q8TBB1
Q15645,Q96JB6
Q15645,Q96L50
Q15645,Q8TC57
Q15645,Q15013
Q15645,Q6P9B6
Q15645,A6NJ78
Q15645,Q6PF18
Q15645,Q15777
Q15645,Q96EZ4
Q15645,Q9GZT8
Q15645,O00746
Q15645,P55771
Q15645,P30039
Q15645,Q92824
Q15645,Q96FA3
Q15645,Q9NRY6
Q15645,Q9NRQ2
Q15645,P62875
Q15645,P67775
Q15645,P54646
Q15645,O60260
Q15645,Q9NZ81
Q15645,P28062
Q15645,P47897
Q15645,P47897
Q15645,Q9BQY4
Q15645,P78317
Q15645,P22307
Q15645,O00560
Q15645,Q13228
Q15645,Q13214
Q15645,Q9NTN9
Q15645,Q9NTN9
Q15645,Q9H0F6
Q15645,O15389
Q15645,Q5W111
Q15645,O95630
Q15645,Q96A09
Q15645,Q96LM6
Q15645,Q9GZM7
Q15645,Q9GZM7
Q15645,Q8NDV7
Q15645,P13693
Q15645,P11473
Q15645,O95231
Q15645,Q96HA8
Q15645,Q9UJ78
Q9H074,P10242
Q9H074,P11940
P05121,Q8NBQ5
P05121,P02763
P05121,P78337
P05121,O43765
P05121,Q96EQ0
P05121,O43711
P05121,Q96Q45
P05121,Q9UMX0
P05121,Q9UMX0
P05121,Q9UHD9
Q8NEB5,Q4LDR2
Q5SRE7,Q9NUX5
Q9NQM4,Q4LE39
Q9NQM4,Q8IX12
Q9NQM4,Q8IVW4
Q9NQM4,Q8NHY3
Q9NQM4,Q92993
Q9NQM4,Q9H1H9
Q9NQM4,Q99571
Q9NQM4,Q7Z2X4
Q9NQM4,Q9Y2S7
Q9NQM4,P54646
Q9NQM4,Q2TAL8
Q9NQM4,Q9H2S5
Q9NQM4,Q8WW01
Q9NQM4,Q8IY57
Q5UE93,Q13370
P42336,P21860
P42336,P35568
P42336,P27986
P42336,Q92569
Q99623,P03372
P14222,A8MQ03
P14222,P10144
P14222,Q15323
P14222,P0DPK4
Q8NEY8,Q2TAC2
Q8NEY8,P51114
Q8NEY8,Q5JR59
Q8NEY8,Q9BZW7
Q8TF05,P60510
Q9NQV5,Q14192
Q2L4Q9,Q5T6F2
Q96S44,Q13137
Q96S44,Q9H8Y8
Q96S44,Q5JR59
Q96S44,Q9NPF4
Q96S44,Q9Y3C4
P20618,O95994
P20618,Q9NZD4
P20618,A0A087WVE9
P20618,Q8N7W2
P20618,Q96CA5
P20618,Q9NP55
P20618,Q13555
P20618,Q9NUG4
P20618,O60729
P20618,Q16740
P20618,Q9Y2V7
P20618,P78358
P20618,Q9UIA0
P20618,Q8WTU0
P20618,Q96C01
P20618,Q9Y247
P20618,Q8TAE8
P20618,O14893
P20618,P57678
P20618,Q86WP2
P20618,Q4V328
P20618,Q9BX10
P20618,Q9NP66
P20618,P49639
P20618,Q9P2X3
P20618,Q96N16
P20618,Q9H079
P20618,Q7Z7F0
P20618,Q9BVG8
P20618,Q9BVG8
P20618,P19012
P20618,Q15323
P20618,O76011
P20618,O76013
P20618,Q6A162
P20618,Q3LI76
P20618,Q8IUB9
P20618,Q3SYF9
P20618,Q8IUC3
P20618,Q5T751
P20618,Q5T754
P20618,O43679
P20618,Q96BZ8
P20618,Q9UBR4
P20618,Q9HAP6
P20618,P25800
P20618,Q9NQ48
P20618,Q9UPY8
P20618,Q13064
P20618,Q8NB16
P20618,Q6NTE8
P20618,Q5JR59
P20618,P60323
P20618,O00746
P20618,O43482
P20618,Q6GQQ9
P20618,P78356
P20618,Q58EX7
P20618,Q9Y244
P20618,P25786
P20618,P49721
P20618,P49720
P20618,P28070
P20618,P28074
P20618,Q99436
P20618,Q53H96
P20618,P57055
P20618,O76064
P20618,Q9NQG5
P20618,Q9UIY3
P20618,Q8N488
P20618,Q6ZMJ2
P20618,Q99961
P20618,P84022
P20618,Q12824
P20618,Q93045
P20618,P0C1Z6
P20618,Q8TBB0
P20618,Q08117
P20618,Q9H0E2
P20618,Q13077
P20618,Q12933
P20618,P36406
P20618,P14373
P20618,Q9HCM9
P20618,Q6PID6
P20618,Q8TF42
P20618,Q5SQQ9
P20618,P23025
P20618,A0A0C4DGF1
P20618,Q13360
P20618,Q7Z4V0
P20618,P0C7X2
P20618,Q6NX45
P55036,Q16186
P55036,P28066
P55036,P62191
P55036,P62195
P55036,O00232
P55036,Q13200
P55036,P54725
P55036,P54727
P55036,P0DPB3
P55036,Q9NUJ3
P55036,P0CG48
P55036,Q05086
P55036,Q9UMX0
P55036,Q9Y5K5
Q16827,P04626
Q16827,P08581
Q16827,Q02763
Q9NZZ3,Q5VW32
Q9NZZ3,Q9H444
Q9NZZ3,Q8WV92
Q9NZZ3,O95630
Q9NZZ3,O75351
Q9NZZ3,Q9NP79
Q5SYC1,Q7Z589
Q5SYC1,Q9UKT8
Q5SYC1,Q8NFF5
Q5SYC1,P21266
Q5SYC1,O43708
Q5SYC1,P13807
Q5SYC1,Q674X7
Q5SYC1,P12883
Q5SYC1,Q9GZM8
Q5SYC1,P68402
Q5SYC1,Q99447
Q5SYC1,P15259
Q5SYC1,Q6ICB4
Q5SYC1,P31151
Q5SYC1,Q86SG5
Q5SYC1,Q13630
P32321,O00154
P32321,P61328
P32321,Q9H8Y8
P32321,Q96EH3
P32321,Q9NRD5
P32321,P25786
P32321,O00560
P32321,Q99757
O75953,O00555
O75953,Q8WZ42
O60832,Q6NT76
O60832,Q96HR8
O60832,Q9Y265
O60832,Q6PI26
Q14183,Q8TF42
Q9H816,Q86UR1
Q9H816,Q15554
Q9P1A6,Q9NYB9
Q9P1A6,A8MQ03
Q9P1A6,Q15700
Q9P1A6,Q92796
Q9P1A6,P62993
Q9P1A6,Q6A162
Q9P1A6,Q9BYR5
Q9P1A6,Q86UL8
Q9P1A6,P16333
Q9P1A6,Q8TF42
P24534,P26641
P24534,P26641
P24534,Q8WW59
P00533,P00519
P00533,P42684
P00533,Q15109
P00533,Q9UKV8
P00533,Q09666
P00533,O00170
P00533,Q02952
P00533,Q92625
P00533,P04083
P00533,Q96CW1
P00533,O00213
P00533,Q92870
P00533,O95704
P00533,Q9UKG1
P00533,O14965
P00533,P30530
P00533,Q9UQB8
P00533,Q14457
P00533,P51451
P00533,P49069
P00533,Q03135
P00533,P51636
P00533,P22681
P00533,Q16543
P00533,P12830
P00533,P06493
P00533,P23528
P00533,Q9BZP6
P00533,Q9NSE2
P00533,Q7Z7G1
P00533,P46108
P00533,P46108
P00533,P46109
P00533,P35221
P00533,O60716
P00533,Q14247
P00533,Q6PKX4
P00533,P01133
P00533,Q12929
P00533,P04626
P00533,P21860
P00533,Q15303
P00533,P07992
P00533,Q9UJM3
P00533,P03372
P00533,P03372
P00533,Q92731
P00533,Q96A65
P00533,P09769
P00533,Q14318
P00533,Q13480
P00533,Q9UQC2
P00533,P60520
P00533,P04406
P00533,Q8NBJ4
P00533,Q14956
P00533,Q14956
P00533,O75791
P00533,Q13322
P00533,P62993
P00533,Q99075
P00533,P08631
P00533,Q9UBN7
P00533,Q8WUI4
P00533,P07900
P00533,P08238
P00533,P34932
P00533,P11142
P00533,P38646
P00533,P04792
P00533,P17936
P00533,P46940
P00533,O14654
P00533,Q86VI4
P00533,O43561
P00533,Q13094
P00533,Q96FE5
P00533,Q38SD2
P00533,P07948
P00533,P07948
P00533,Q12852
P00533,Q9UQF2
P00533,Q13387
P00533,Q9Y2H9
P00533,P08581
P00533,P14174
P00533,P15941
P00533,P16333
P00533,P46934
P00533,P04150
P00533,P16234
P00533,O00750
P00533,P27986
P00533,O00459
P00533,Q92569
P00533,P19174
P00533,P16885
P00533,P35813
P00533,P17252
P00533,Q05397
P00533,P18031
P00533,Q06124
P00533,Q05209
P00533,Q9Y2R2
P00533,P18433
P00533,P23467
P00533,P08575
P00533,P23470
P00533,Q9HD43
P00533,Q9UJ41
P00533,Q70E73
P00533,P20936
P00533,Q13671
P00533,Q01973
P00533,Q92622
P00533,P26447
P00533,P31947
P00533,Q9NRF2
P00533,Q9UQQ2
P00533,Q9BRG2
P00533,P29353
P00533,P29353
P00533,P98077
P00533,Q6S5L8
P00533,Q13239
P00533,P13866
P00533,P12931
P00533,P42224
P00533,P40763
P00533,P42229
P00533,P31948
P00533,Q9UNE7
P00533,P43405
P00533,P01135
P00533,Q9Y490
P00533,O60603
P00533,Q9Y6Q6
P00533,Q68CZ2
P00533,O75674
P00533,Q12933
P00533,Q71U36
P00533,P10599
P00533,P09936
P00533,Q9P0L0
P00533,P07947
P00533,P27348
P00533,P63104
P00533,P43403
P55199,P62136
P55199,Q96H20
Q9H9B1,Q99549
Q9H9B1,Q04206
Q9H2F5,Q9H0E9
Q9H2F5,Q92993
Q9H2F5,P19012
Q9H2F5,Q05BQ5
Q9H2F5,Q6NUQ1
Q96AZ1,Q60I27
Q96AZ1,O15481
Q96AZ1,Q8IXL7
Q96AZ1,Q08AM6
Q96AZ1,Q15915
A4GXA9,Q96NY9
Q96RT1,Q9HC29
Q96RT1,Q9HC29
Q96RT1,Q99569
Q96RT1,Q99569
Q13216,Q03468
Q13216,Q9HCS7
P50549,Q8NHY2
P50549,Q8NHY2
P50549,P78527
Q96MK3,Q8IXL6
O95571,Q7Z3C6
O95571,Q9H8Y8
O95571,Q3LHN2
O95571,Q99757
Q8N539,P21145
Q92731,P38398
Q92731,Q6P9F0
Q92731,P29279
Q92731,O95273
Q92731,A8MQ03
Q92731,P00533
Q92731,P03372
Q92731,O43524
Q92731,P49639
Q92731,O00505
Q92731,Q5T749
Q92731,Q3LI66
Q92731,Q99750
Q92731,Q8NI38
Q92731,O15162
Q92731,O15162
Q92731,P53041
Q92731,Q12800
Q92731,Q16881
Q9Y6X4,P20700
Q9Y6X4,Q96QG7
P62508,Q8NFM4
P62508,Q13315
P62508,Q86WA6
P62508,Q9BZE7
P62508,Q13555
P62508,Q05D60
P62508,Q05D60
P62508,Q5JST6
P62508,P11474
P62508,O95718
P62508,Q15024
P62508,O95990
P62508,Q8IZU1
P62508,Q14296
P62508,Q9BVG8
P62508,P23508
P62508,P50222
P62508,Q6IN84
P62508,P51843
P62508,P51843
P62508,Q15466
P62508,P48552
P62508,Q12769
P62508,P26367
P62508,Q9NPJ4
P62508,P01189
P62508,Q9UBK2
P62508,Q9UBK2
P62508,P62195
P62508,Q8N0T1
P62508,Q04864
P62508,Q6NUQ1
P62508,A0MZ66
P62508,A0MZ66
P62508,Q8TAD8
P62508,G2XKQ0
P62508,P19237
P62508,P48788
P62508,Q96PN7
P62508,Q96S82
P62508,Q5SQQ9
P62508,Q7Z4V0
Q6P1L5,O95994
Q6P1L5,Q8N9N5
Q6P1L5,Q8N9N5
Q6P1L5,P63167
Q6P1L5,Q96FJ2
Q6P1L5,Q14145
O95466,Q9NP66
O95466,O75044
Q9UPW0,Q9HC98
P35555,O95967
P35555,Q9UBX5
P35555,P35556
P35555,P02751
P35555,Q7L5D6
P35555,O14964
P35555,P28300
P35555,Q14766
P35555,Q96EQ0
Q0JRZ9,P42566
O94868,Q9NUQ8
O94868,Q15027
O94868,Q8N5M1
O94868,Q96GS4
O94868,Q96HB5
O94868,G5E9W6
O94868,Q8TD31
O94868,Q07002
O94868,P78358
O94868,Q9H0I2
O94868,Q8IZU0
O94868,Q96D09
O94868,P56524
O94868,O14964
O94868,Q86YM7
O94868,Q9BVG8
O94868,O95447
O94868,O95751
O94868,Q96QZ7
O94868,P55081
O94868,Q8NEH6
O94868,Q9Y605
O94868,Q5JR59
O94868,P31321
O94868,Q6NUQ1
O94868,Q6UVJ0
O94868,Q9UJW9
O94868,Q9H788
O94868,Q08117
O94868,Q3SY00
O94868,Q8N6Y0
O94868,P55072
